Country.Region,Province.State,date,confirmed,recovered,deaths,hospitalized_intensive,hospitalized_symptoms,isolated_at_home,tested,close_observation,suspected,serious_cases,active,alpha3
United Arab Emirates,total,2020-03-06,29,5,0,NA,NA,NA,NA,NA,NA,NA,24,ARE
United Kingdom,total,2020-03-06,163,8,2,NA,NA,NA,NA,NA,NA,NA,153,GBR
United Kingdom,Anguilla,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Bermuda,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,British Virgin Islands,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Cayman Islands,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Channel Islands,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Gibraltar,2020-03-06,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,GBR
United Kingdom,Isle of Man,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Montserrat,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Turks and Caicos Islands,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
Uruguay,total,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,URY
US,total,2020-03-06,262,7,14,NA,NA,NA,NA,NA,NA,NA,241,USA
Uzbekistan,total,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,UZB
Venezuela,total,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,VEN
Vietnam,total,2020-03-06,16,16,0,NA,NA,NA,NA,NA,NA,NA,0,VNM
West Bank and Gaza,total,2020-03-06,7,0,0,NA,NA,NA,NA,NA,NA,NA,7,PSE
Zambia,total,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ZMB
Zimbabwe,total,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ZWE
Italy,Abruzzo,2020-03-06,9,0,0,0,9,0,96,NA,NA,NA,9,ITA
Italy,Basilicata,2020-03-06,3,0,0,0,1,2,63,NA,NA,NA,3,ITA
Italy,P.A. Bolzano,2020-03-06,4,0,0,0,4,0,36,NA,NA,NA,4,ITA
Italy,Calabria,2020-03-06,4,0,0,0,2,2,99,NA,NA,NA,4,ITA
Italy,Campania,2020-03-06,57,0,0,0,12,45,471,NA,NA,NA,57,ITA
Italy,Emilia-Romagna,2020-03-06,870,17,37,53,397,366,3136,NA,NA,NA,816,ITA
Italy,Friuli Venezia Giulia,2020-03-06,31,3,0,0,4,24,577,NA,NA,NA,28,ITA
Italy,Lazio,2020-03-06,54,3,1,8,26,16,1373,NA,NA,NA,50,ITA
Italy,Liguria,2020-03-06,42,5,3,5,12,7,229,NA,NA,NA,34,ITA
Italy,Lombardia,2020-03-06,2612,469,135,309,1622,77,13556,NA,NA,NA,2008,ITA
Italy,Marche,2020-03-06,159,0,4,20,73,62,585,NA,NA,NA,155,ITA
Italy,Molise,2020-03-06,12,0,0,2,3,7,104,NA,NA,NA,12,ITA
Italy,Piemonte,2020-03-06,143,0,4,30,57,52,793,NA,NA,NA,139,ITA
Italy,Puglia,2020-03-06,17,1,1,1,5,9,395,NA,NA,NA,15,ITA
Italy,Sardegna,2020-03-06,5,0,0,0,2,3,99,NA,NA,NA,5,ITA
Italy,Sicilia,2020-03-06,24,2,0,0,7,15,367,NA,NA,NA,22,ITA
Italy,Toscana,2020-03-06,79,1,0,5,35,38,1097,NA,NA,NA,78,ITA
Italy,P.A. Trento,2020-03-06,10,0,0,0,4,6,122,NA,NA,NA,10,ITA
Italy,Umbria,2020-03-06,16,0,0,2,2,12,110,NA,NA,NA,16,ITA
Italy,Valle d'Aosta,2020-03-06,7,0,0,0,0,7,28,NA,NA,NA,7,ITA
Italy,Veneto,2020-03-06,488,22,12,27,117,310,13023,NA,NA,NA,454,ITA
Australia,total,2020-03-06,60,21,2,NA,NA,NA,NA,NA,NA,NA,37,AUS
Canada,total,2020-03-06,49,0,0,NA,NA,NA,NA,NA,NA,NA,49,CAN
China,total,2020-03-06,80690,53944,3044,NA,NA,NA,NA,29896,NA,5952,23702,CHN
Italy,total,2020-03-06,4636,523,197,462,2394,1060,36359,NA,NA,NA,3916,ITA
Switzerland,AG,2020-03-06,12,1,0,NA,NA,NA,NA,NA,NA,NA,11,CHE
Switzerland,AI,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,AR,2020-03-06,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,CHE
Switzerland,BE,2020-03-06,17,0,0,NA,NA,NA,NA,NA,NA,NA,17,CHE
Switzerland,BL,2020-03-06,6,0,0,NA,NA,NA,NA,NA,NA,NA,6,CHE
Switzerland,BS,2020-03-06,15,0,0,NA,NA,NA,NA,NA,NA,NA,15,CHE
Switzerland,FR,2020-03-06,6,0,0,NA,NA,NA,NA,NA,NA,NA,6,CHE
Switzerland,GE,2020-03-06,17,0,0,0,7,NA,NA,NA,NA,NA,17,CHE
Switzerland,GL,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,GR,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,JU,2020-03-06,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,CHE
Switzerland,LU,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,NE,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,NW,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,OW,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,SG,2020-03-06,2,0,0,NA,NA,NA,NA,NA,NA,NA,2,CHE
Switzerland,SH,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,SO,2020-03-06,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,CHE
Switzerland,SZ,2020-03-06,6,0,0,NA,NA,NA,NA,NA,NA,NA,6,CHE
Switzerland,TG,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,TI,2020-03-06,5,0,0,NA,NA,NA,NA,NA,NA,NA,5,CHE
Switzerland,UR,2020-03-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Switzerland,VD,2020-03-06,23,0,1,2,13,NA,NA,NA,NA,NA,22,CHE
Switzerland,VS,2020-03-06,6,0,0,NA,NA,NA,NA,NA,NA,NA,6,CHE
Switzerland,ZG,2020-03-06,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,CHE
Switzerland,ZH,2020-03-06,26,0,0,NA,NA,NA,NA,NA,NA,NA,26,CHE
Switzerland,CH,2020-03-06,149,1,1,2,24,NA,NA,NA,NA,NA,147,CHE
Afghanistan,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AFG
Albania,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ALB
Algeria,total,2020-03-07,17,0,0,NA,NA,NA,NA,NA,NA,NA,17,DZA
Andorra,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Angola,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AGO
Antigua and Barbuda,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ATG
Argentina,total,2020-03-07,8,0,0,NA,NA,NA,NA,NA,NA,NA,8,ARG
Armenia,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,ARM
Australia,Australian Capital Territory,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AUS
Australia,New South Wales,2020-03-07,28,4,1,NA,NA,NA,NA,NA,NA,NA,23,AUS
Australia,Northern Territory,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AUS
Australia,Queensland,2020-03-07,13,8,0,NA,NA,NA,NA,NA,NA,NA,5,AUS
Australia,South Australia,2020-03-07,7,2,0,NA,NA,NA,NA,NA,NA,NA,5,AUS
Australia,Tasmania,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AUS
Australia,Victoria,2020-03-07,11,7,0,NA,NA,NA,NA,NA,NA,NA,4,AUS
Australia,Western Australia,2020-03-07,3,0,1,NA,NA,NA,NA,NA,NA,NA,2,AUS
Austria,total,2020-03-07,79,0,0,NA,NA,NA,NA,NA,NA,NA,79,AUT
Azerbaijan,total,2020-03-07,9,0,0,NA,NA,NA,NA,NA,NA,NA,9,AZE
Bahamas,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BHS
Bahrain,total,2020-03-07,85,4,0,NA,NA,NA,NA,NA,NA,NA,81,BHR
Bangladesh,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BGD
Barbados,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BRB
Belarus,total,2020-03-07,6,0,0,NA,NA,NA,NA,NA,NA,NA,6,BLR
Belgium,total,2020-03-07,169,1,0,NA,NA,NA,NA,NA,NA,NA,168,BEL
Belize,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BLZ
Benin,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BEN
Bhutan,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,BTN
Bolivia,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BOL
Bosnia and Herzegovina,total,2020-03-07,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,BIH
Botswana,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BWA
Brazil,total,2020-03-07,13,0,0,NA,NA,NA,NA,NA,NA,NA,13,BRA
Brunei,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BRN
Bulgaria,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BGR
Burkina Faso,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BFA
Burma,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MMR
Cabo Verde,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CPV
Cambodia,total,2020-03-07,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,KHM
Cameroon,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,CMR
Canada,Alberta,2020-03-07,2,0,0,NA,NA,NA,NA,NA,NA,NA,2,CAN
Canada,British Columbia,2020-03-07,21,0,0,NA,NA,NA,NA,NA,NA,NA,21,CAN
Canada,Diamond Princess,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Grand Princess,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Manitoba,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,New Brunswick,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Newfoundland and Labrador,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Northwest Territories,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Nova Scotia,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Ontario,2020-03-07,28,0,0,NA,NA,NA,NA,NA,NA,NA,28,CAN
Canada,Prince Edward Island,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Quebec,2020-03-07,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,CAN
Canada,Recovered,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Saskatchewan,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Yukon,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Central African Republic,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAF
Chad,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,TCD
Chile,total,2020-03-07,4,0,0,NA,NA,NA,NA,NA,NA,NA,4,CHL
China,Anhui,2020-03-07,990,979,6,NA,NA,NA,NA,NA,NA,NA,5,CHN
China,Beijing,2020-03-07,426,303,8,NA,NA,NA,NA,NA,NA,NA,115,CHN
China,Chongqing,2020-03-07,576,526,6,NA,NA,NA,NA,NA,NA,NA,44,CHN
China,Fujian,2020-03-07,296,295,1,NA,NA,NA,NA,NA,NA,NA,0,CHN
China,Gansu,2020-03-07,120,87,2,NA,NA,NA,NA,NA,NA,NA,31,CHN
China,Guangdong,2020-03-07,1352,1237,7,NA,NA,NA,NA,NA,NA,NA,108,CHN
China,Guangxi,2020-03-07,252,218,2,NA,NA,NA,NA,NA,NA,NA,32,CHN
China,Guizhou,2020-03-07,146,115,2,NA,NA,NA,NA,NA,NA,NA,29,CHN
China,Hainan,2020-03-07,168,158,6,NA,NA,NA,NA,NA,NA,NA,4,CHN
China,Hebei,2020-03-07,318,307,6,NA,NA,NA,NA,NA,NA,NA,5,CHN
China,Heilongjiang,2020-03-07,481,403,13,NA,NA,NA,NA,NA,NA,NA,65,CHN
China,Henan,2020-03-07,1272,1244,22,NA,NA,NA,NA,NA,NA,NA,6,CHN
China,Hong Kong,2020-03-07,108,51,2,NA,NA,NA,NA,NA,NA,NA,55,CHN
China,Hubei,2020-03-07,67666,43500,2959,NA,NA,NA,NA,NA,301,5359,21207,CHN
China,Hunan,2020-03-07,1018,960,4,NA,NA,NA,NA,NA,NA,NA,54,CHN
China,Inner Mongolia,2020-03-07,75,67,1,NA,NA,NA,NA,NA,NA,NA,7,CHN
China,Jiangsu,2020-03-07,631,606,0,NA,NA,NA,NA,NA,NA,NA,25,CHN
China,Jiangxi,2020-03-07,935,916,1,NA,NA,NA,NA,NA,NA,NA,18,CHN
China,Jilin,2020-03-07,93,90,1,NA,NA,NA,NA,NA,NA,NA,2,CHN
China,Liaoning,2020-03-07,125,107,1,NA,NA,NA,NA,NA,NA,NA,17,CHN
China,Macau,2020-03-07,10,10,0,NA,NA,NA,NA,NA,NA,NA,0,CHN
China,Ningxia,2020-03-07,75,71,0,NA,NA,NA,NA,NA,NA,NA,4,CHN
China,Qinghai,2020-03-07,18,18,0,NA,NA,NA,NA,NA,NA,NA,0,CHN
China,Shaanxi,2020-03-07,245,226,1,NA,NA,NA,NA,NA,NA,NA,18,CHN
China,Shandong,2020-03-07,758,627,6,NA,NA,NA,NA,NA,NA,NA,125,CHN
China,Shanghai,2020-03-07,342,313,3,NA,NA,NA,NA,NA,NA,NA,26,CHN
China,Shanxi,2020-03-07,133,126,0,NA,NA,NA,NA,NA,NA,NA,7,CHN
China,Sichuan,2020-03-07,539,454,3,NA,NA,NA,NA,NA,NA,NA,82,CHN
China,Tianjin,2020-03-07,136,128,3,NA,NA,NA,NA,NA,NA,NA,5,CHN
China,Tibet,2020-03-07,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,CHN
China,Xinjiang,2020-03-07,76,72,3,NA,NA,NA,NA,NA,NA,NA,1,CHN
China,Yunnan,2020-03-07,174,170,2,NA,NA,NA,NA,NA,NA,NA,2,CHN
China,Zhejiang,2020-03-07,1215,1154,1,NA,NA,NA,NA,NA,NA,NA,60,CHN
Colombia,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,COL
Congo (Brazzaville),total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,COG
Congo (Kinshasa),total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,COD
Costa Rica,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,CRI
Cote d'Ivoire,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CIV
Croatia,total,2020-03-07,12,0,0,NA,NA,NA,NA,NA,NA,NA,12,HRV
Cuba,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CUB
Cyprus,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CYP
Czechia,total,2020-03-07,19,0,0,NA,NA,NA,NA,NA,NA,NA,19,CZE
Denmark,total,2020-03-07,23,1,0,NA,NA,NA,NA,NA,NA,NA,22,DNK
Denmark,Faroe Islands,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,DNK
Denmark,Greenland,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DNK
Diamond Princess,total,2020-03-07,706,40,6,NA,NA,NA,NA,NA,NA,NA,660,cruise
Djibouti,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DJI
Dominica,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DMA
Dominican Republic,total,2020-03-07,2,0,0,NA,NA,NA,NA,NA,NA,NA,2,DOM
Ecuador,total,2020-03-07,13,0,0,NA,NA,NA,NA,NA,NA,NA,13,ECU
Egypt,total,2020-03-07,15,1,0,NA,NA,NA,NA,NA,NA,NA,14,EGY
El Salvador,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SLV
Equatorial Guinea,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GNQ
Eritrea,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ERI
Estonia,total,2020-03-07,10,0,0,NA,NA,NA,NA,NA,NA,NA,10,EST
Eswatini,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SWZ
Ethiopia,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ETH
Fiji,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FJI
Finland,total,2020-03-07,15,1,0,NA,NA,NA,NA,NA,NA,NA,14,FIN
France,total,2020-03-07,949,12,11,NA,NA,NA,NA,NA,NA,NA,926,FRA
France,French Guiana,2020-03-07,5,0,0,NA,NA,NA,NA,NA,NA,NA,5,FRA
France,French Polynesia,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,Guadeloupe,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,Martinique,2020-03-07,2,0,0,NA,NA,NA,NA,NA,NA,NA,2,FRA
France,Mayotte,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,New Caledonia,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,Reunion,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,Saint Barthelemy,2020-03-07,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,FRA
France,St Martin,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
Gabon,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GAB
Gambia,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GMB
Georgia,total,2020-03-07,4,0,0,NA,NA,NA,NA,NA,NA,NA,4,GEO
Germany,total,2020-03-07,799,18,0,NA,NA,NA,NA,NA,NA,NA,781,DEU
Ghana,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GHA
Greece,total,2020-03-07,46,0,0,NA,NA,NA,NA,NA,NA,NA,46,GRC
Grenada,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GRD
Guatemala,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GTM
Guinea,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GIN
Guinea-Bissau,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GNB
Guyana,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GUY
Haiti,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,HTI
Holy See,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,VAT
Honduras,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,HND
Hungary,total,2020-03-07,4,0,0,NA,NA,NA,NA,NA,NA,NA,4,HUN
Iceland,total,2020-03-07,50,0,0,NA,NA,NA,NA,NA,NA,NA,50,ISL
India,total,2020-03-07,34,3,0,NA,NA,NA,NA,NA,NA,NA,31,IND
Indonesia,total,2020-03-07,4,0,0,NA,NA,NA,NA,NA,NA,NA,4,IDN
Iran,total,2020-03-07,5823,1669,145,NA,NA,NA,NA,NA,NA,NA,4009,IRN
Iraq,total,2020-03-07,54,0,4,NA,NA,NA,NA,NA,NA,NA,50,IRQ
Ireland,total,2020-03-07,18,0,0,NA,NA,NA,NA,NA,NA,NA,18,IRL
Israel,total,2020-03-07,43,2,0,NA,NA,NA,NA,NA,NA,NA,41,ISR
Jamaica,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,JAM
Japan,total,2020-03-07,461,76,6,NA,NA,NA,NA,NA,NA,NA,379,JPN
Jordan,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,JOR
Kazakhstan,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KAZ
Kenya,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KEN
"Korea, South",total,2020-03-07,7041,135,44,NA,NA,NA,NA,NA,NA,NA,6862,KOR
Kosovo,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,RKS
Kuwait,total,2020-03-07,61,0,0,NA,NA,NA,NA,NA,NA,NA,61,KWT
Kyrgyzstan,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KGZ
Laos,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LAO
Latvia,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,LVA
Lebanon,total,2020-03-07,22,1,0,NA,NA,NA,NA,NA,NA,NA,21,LBN
Liberia,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LBR
Libya,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LBY
Liechtenstein,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,LIE
Lithuania,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,LTU
Luxembourg,total,2020-03-07,2,0,0,NA,NA,NA,NA,NA,NA,NA,2,LUX
Madagascar,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MDG
Malaysia,total,2020-03-07,93,23,0,NA,NA,NA,NA,NA,NA,NA,70,MYS
Maldives,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MDV
Mali,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MLI
Malta,total,2020-03-07,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,MLT
Mauritania,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MRT
Mauritius,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MUS
Mexico,total,2020-03-07,6,1,0,NA,NA,NA,NA,NA,NA,NA,5,MEX
Moldova,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MDA
Monaco,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,MCO
Mongolia,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MNG
Montenegro,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MNE
Morocco,total,2020-03-07,2,0,0,NA,NA,NA,NA,NA,NA,NA,2,MAR
Mozambique,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MOZ
MS Zaandam,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,cruise
Namibia,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NAM
Nepal,total,2020-03-07,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,NPL
Netherlands,total,2020-03-07,188,0,1,NA,NA,NA,NA,NA,NA,NA,187,NLD
Netherlands,Aruba,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NLD
Netherlands,Curacao,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NLD
Netherlands,Sint Maarten,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NLD
New Zealand,total,2020-03-07,5,0,0,NA,NA,NA,NA,NA,NA,NA,5,NZL
Nicaragua,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NIC
Niger,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NER
Nigeria,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,NGA
North Macedonia,total,2020-03-07,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,MKD
Norway,total,2020-03-07,147,0,0,NA,NA,NA,NA,NA,NA,NA,147,NOR
Oman,total,2020-03-07,16,2,0,NA,NA,NA,NA,NA,NA,NA,14,OMN
Pakistan,total,2020-03-07,6,0,0,NA,NA,NA,NA,NA,NA,NA,6,PAK
Panama,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PAN
Papua New Guinea,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PNG
Paraguay,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PRY
Peru,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,PER
Philippines,total,2020-03-07,6,1,1,NA,NA,NA,NA,NA,NA,NA,4,PHL
Poland,total,2020-03-07,5,0,0,NA,NA,NA,NA,NA,NA,NA,5,POL
Portugal,total,2020-03-07,20,0,0,NA,NA,NA,NA,NA,NA,NA,20,PRT
Qatar,total,2020-03-07,8,0,0,NA,NA,NA,NA,NA,NA,NA,8,QAT
Romania,total,2020-03-07,9,3,0,NA,NA,NA,NA,NA,NA,NA,6,ROU
Russia,total,2020-03-07,13,2,0,NA,NA,NA,NA,NA,NA,NA,11,RUS
Rwanda,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,RWA
Saint Kitts and Nevis,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KNA
Saint Lucia,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LCA
Saint Vincent and the Grenadines,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,VCT
San Marino,total,2020-03-07,23,0,1,NA,NA,NA,NA,NA,NA,NA,22,SMR
Saudi Arabia,total,2020-03-07,5,0,0,NA,NA,NA,NA,NA,NA,NA,5,SAU
Senegal,total,2020-03-07,4,0,0,NA,NA,NA,NA,NA,NA,NA,4,SEN
Serbia,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,SRB
Seychelles,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SYC
Singapore,total,2020-03-07,138,78,0,NA,NA,NA,NA,NA,NA,NA,60,SGP
Slovakia,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,SVK
Slovenia,total,2020-03-07,7,0,0,NA,NA,NA,NA,NA,NA,NA,7,SVN
Somalia,total,2020-03-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SOM
